Country,Year,MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
Cayman Islands,2016,78970.18,1685528.54,0
Cyprus,2016,582403.95,1099091.49,0
Czech Republic,2016,7523001.94,27104134.59,0
Germany,2016,172484532.7,506150211.1,0
Djibouti,2016,18726.14,62777.75,0
Dominica,2016,52162.8,78220.79,0
Denmark,2016,7839444.79,31387274.46,0
Dominican Republic,2016,4698033.12,9987333.37,0
Algeria,2016,46005502.99,57860010.53,0
Ecuador,2016,9245476.95,19868847.55,0
"Egypt, Arab Rep.",2016,17575622.7,30229490.21,0
Eritrea,2016,101955.62,477696.88,0
Western Sahara,2016,177.96,10030.36,0
Spain,2016,36379572.91,87362135.17,0
Estonia,2016,713035.06,4266067.21,0
Ethiopia(excludes Eritrea),2016,968874.68,3264584.26,0
Finland,2016,4910691.25,25150701.44,0
Fiji,2016,520812.25,862848.17,0
Falkland Island,2016,26648.21,374116.94,0
France,2016,63576904.94,202189961.9,84.62
Free Zones,2016,2226495.27,6122176.8,0
Faeroe Islands,2016,83120.75,1824127.37,0
"Micronesia, Fed. Sts.",2016,1405.2,34753.37,0
Gabon,2016,5587429.07,6144306.89,0
United Kingdom,2016,83204941.55,177845699.8,623.43
Georgia,2016,1125191.56,2868645.42,0
Ghana,2016,9818130.09,15576258.82,0
Gibraltar,2016,572583.13,727978.06,0
Guinea,2016,1724210.27,4128996.33,0
"Gambia, The",2016,97969.96,194496.65,0
Guinea-Bissau,2016,21403.05,325009.5,0
Equatorial Guinea,2016,5853212.55,7474463.57,0
Greece,2016,4586932.69,9209835.97,0
Grenada,2016,6779.68,49468.51,0
Greenland,2016,43800.35,1254917.3,0
Guatemala,2016,3965694.18,9721695.66,0.52
Guam,2016,5635.55,16568.79,0
Guyana,2016,1149933.98,1719476.92,0
"Hong Kong, China",2016,40583093.76,102644695.2,0
Heard Island and McDonald Isla,2016,19.42,284.11,0
Honduras,2016,4808781.16,8761068.33,0
Croatia,2016,1731468.79,3642050.32,0
Haiti,2016,1025242.1,1144415.72,0
Hungary,2016,9451114.52,24687255.2,0
Indonesia,2016,66163290.49,180512534,0
India,2016,109399820,283569124.9,0
British Indian Ocean Ter.,2016,1491.64,20408.41,0
Ireland,2016,25819684.61,81889825.57,0
"Iran, Islamic Rep.",2016,27724329.69,40440266.71,0
Iraq,2016,64332361.95,64619178.56,0
Iceland,2016,748666.63,6317764.93,0
Israel,2016,16487479.4,71363679.64,0
Italy,2016,74732420.85,202323524.8,91.96
Jamaica,2016,414952.64,1215687.28,92.37
Jordan,2016,2252365.51,5829220.18,0
Japan,2016,231877124.8,747170571.4,0
Kazakhstan,2016,38749106.69,49796374.98,0
Kenya,2016,2929572.16,6847147.27,0
Kyrgyz Republic,2016,313564.17,783090.28,0
Cambodia,2016,17060499.63,21496675.1,0
Kiribati,2016,1749.72,52767.94,0
St. Kitts and Nevis,2016,23311.87,113337.61,0
"Korea, Rep.",2016,138885528.4,557816389.3,0
Kuwait,2016,41837363.54,47755957.47,0
Lao PDR,2016,1548861.36,2753460.31,0
Lebanon,2016,936152.63,2811538.71,0
Liberia,2016,420726.04,1973348.98,0
Libya,2016,19110636.19,19962714,0
St. Lucia,2016,52483.56,81061.58,0
Sri Lanka,2016,8853920.51,13977710.92,0
Lesotho,2016,476207.81,1258680.36,0
Lithuania,2016,3225081.16,6237513.25,0
Luxembourg,2016,496535.06,2690890.29,0
Latvia,2016,1331516.31,2917718.48,0
Macao,2016,220466.04,753700.8,0
Morocco,2016,20127587.21,39300958.58,0
Moldova,2016,1747643.84,3633028.98,0
Madagascar,2016,2021384.02,3824772.87,0
Maldives,2016,30060.75,286029.48,0
Mexico,2016,154483104.5,410817643.7,0.25
Marshall Islands,2016,45689.41,1156676.96,0
North Macedonia,2016,3518384.04,8966321.16,0
Mali,2016,2234480.44,2728831.7,0
Malta,2016,2107817.8,3642518.34,0
Myanmar,2016,4897867.95,8869298.65,0
Mongolia,2016,1331584.15,4745655.71,0
Northern Mariana Islands,2016,918.36,3127.6,0
Montenegro,2016,150729.02,549413.75,0
Mozambique,2016,1773194.8,6323890.47,0
Mauritania,2016,639494.81,2807092.58,0
Montserrat,2016,274.71,2689.39,0
Mauritius,2016,2957147.01,3947268.77,0
Malawi,2016,1308939.6,1596467.59,0
Malaysia,2016,55446849.83,279073230.1,0
Namibia,2016,1582964.84,4347387.91,0
New Caledonia,2016,6054.64,1618822.35,0
Niger,2016,256045.65,1597741.36,0
Norfolk Island,2016,1473.74,2509.51,0
Nigeria,2016,53442942.45,62895026.35,0
Nicaragua,2016,3668361.15,5348481.09,0
Niue,2016,1238.58,2438.63,0
Netherlands,2016,36213979.18,90393034.06,56.98
Norway,2016,89036729.87,157194318.2,0
Nepal,2016,346025.76,828044.92,0
Nauru,2016,2414.07,25369.46,0
New Zealand,2016,16632658.85,37117718.03,0
"Other Asia, nes",2016,55836327.54,410558296,0
Oman,2016,16915491.48,26540199.42,0
Pakistan,2016,19073083.03,28127101.98,0
Panama,2016,1334275.79,3960658.68,0
Pitcairn,2016,268.01,1926.98,0
Peru,2016,14382357.62,42955576.54,0
Philippines,2016,20022240.03,81419959.05,0
Palau,2016,597.35,15731.45,0
Papua New Guinea,2016,4154775.1,9648831.4,0
Poland,2016,12371128.92,37355617.85,0
"Korea, Dem. Rep.",2016,856570.78,2783565.46,0
Portugal,2016,7272265.41,17262079.31,0
Paraguay,2016,1465657.09,7516123.01,0
Occ.Pal.Terr,2016,45646.95,135423.73,0
French Polynesia,2016,18852.61,221228.41,0
Qatar,2016,21077414.31,64042296.71,0
Romania,2016,6393723.03,17500332.67,0
Russian Federation,2016,270899170.2,413298128.5,0
Rwanda,2016,202937.09,530435.19,0
Saudi Arabia,2016,142302280.3,190656168.8,0
Senegal,2016,1451987.72,3172641.74,0
"Serbia, FR(Serbia/Montenegro)",2016,11231763.28,22806585.41,0
Singapore,2016,63165553.4,198749199.5,0
South Georgia,2016,41.72,6383.62,0
Saint Helena,2016,15324.21,33040.2,0
Solomon Islands,2016,553665.24,700707.36,0
Sierra Leone,2016,108661.89,981899.52,0
El Salvador,2016,3222590.3,4116953.5,0
San Marino,2016,64572.55,251863.14,0
Somalia,2016,149152,357010.17,0
Special Categories,2016,72540646.19,76380266.76,0
Saint Pierre and Miquelon,2016,708.72,4220.48,0
South Sudan,2016,1465412.55,1476682.85,0
Sao Tome and Principe,2016,4157.09,26587.16,0
Sudan,2016,2477733.25,3370571.57,0
Suriname,2016,1619110.94,1953456.99,0
Slovak Republic,2016,7244314.82,12751478.01,0
Slovenia,2016,2486010.19,6445051.98,0
Sweden,2016,16678485.76,50095210.55,5.1
Eswatini,2016,1564591.37,1851021.74,0
Saint Maarten (Dutch part),2016,38121.89,44290.23,0
Seychelles,2016,486908.57,768704.75,0
Syrian Arab Republic,2016,254914.85,829068.69,0
Turks and Caicos Isl.,2016,16740.66,36646.95,0
Chad,2016,1614766.31,1789420.96,0
Togo,2016,1242330.36,1864729.61,0
Thailand,2016,76625383.5,251367395.3,0
Tajikistan,2016,143975.45,780913.28,0
Tokelau,2016,4518.62,26249.51,0
Turkmenistan,2016,6772963.17,7746994.81,0
East Timor,2016,6145.05,29578.08,0
Tonga,2016,2574.32,13834.86,0
Trinidad and Tobago,2016,1823163.17,9723413.78,0
Tunisia,2016,14322312.53,25396129.98,0
Turkey,2016,95533171.01,195320039.4,0
Tuvalu,2016,595.98,4902.43,0
Tanzania,2016,2845689.73,5938953.57,0
Uganda,2016,700021.79,2142856.51,0
Ukraine,2016,13120906.12,50048172.97,0
United States Minor Outlying I,2016,4307.53,12452.19,0
Unspecified,2016,51250453.89,210439451.4,0
Uruguay,2016,2023244.11,10220369.89,0
United States,2016,437242017,1594668602,5623.3
Uzbekistan,2016,4645832.8,7657895.38,0
Holy See,2016,2164.05,7580.36,0
St. Vincent,2016,17228.51,112759.27,0
Venezuela,2016,29617810.9,32969545.73,0
British Virgin Islands,2016,67659.83,1037414.86,0
Vietnam,2016,83821072.4,235831401.2,0
Vanuatu,2016,24877.36,162535.96,0
 World,2016,5085561887,13982470291,6669.17
Wallis and Futura Isl.,2016,83.98,591.91,0
Samoa,2016,32172.09,61768.46,0
Yemen,2016,721715.94,910600.28,0
South Africa,2016,48283873.82,119549101.3,0
"Congo, Dem. Rep.",2016,2594534.06,5339071.36,0
Zambia,2016,5303684.31,6011322.89,0
Zimbabwe,2016,1655269.79,2842465.69,0
East Asia & Pacific,2016,1548689600,5509541464,0.32
Europe & Central Asia,2016,1388174582,3143144461,862.1
Latin America & Caribbean,2016,391294938.7,1019447829,183
Middle East & North Africa,2016,549461232.3,849672528.5,0
North America,2016,614332589.8,1991561396,5623.76
South Asia,2016,191034312,384225899.3,0
Sub-Saharan Africa,2016,216032186.5,373825463.8,0
Aruba,2015,437284.99,446927.14,0
Afghanistan,2015,662164.61,910104.65,0
Angola,2015,51253403.7,51383340.94,0
Anguila,2015,7606.2,15598.1,0
Albania,2015,3782705.87,4075431.71,0
Andorra,2015,89875.36,123222.6,0
United Arab Emirates,2015,162793210.1,172368328.9,248.36
Argentina,2015,50265539.55,71254775.1,0
Armenia,2015,1010588.56,1492276.73,0
American Samoa,2015,8951.9,25185.03,0
Antarctica,2015,12150.18,13962.79,0
Fr. So. Ant. Tr,2015,8563.04,14459,0
Antigua and Barbuda,2015,351066.04,353263.38,0
Australia,2015,129523839.7,208114479,0
Austria,2015,35007051.28,46947623.86,0
Azerbaijan,2015,38686762.79,38940397.3,0
Br. Antr. Terr,2015,,,
Burundi,2015,284663.2,325943.35,0
Belgium,2015,74958205.58,87292642.65,2.79
Benin,2015,670001.45,1137627.59,0
Bonaire,2015,194619.66,196019.51,0
Burkina Faso,2015,1572477.45,1952245.94,0
Bangladesh,2015,53847550.87,55505522.63,0
Bulgaria,2015,8223373.13,9207511.96,0
Bahrain,2015,9939035.88,10429407.39,0
"Bahamas, The",2015,2553576.85,2889409.89,0
Bosnia and Herzegovina,2015,8517514.84,9759014.16,0
Saint Barth,2015,6132.17,6483.56,0
Belarus,2015,18920108.61,23446207.95,0
Belize,2015,463056.84,554441.92,0
Bermuda,2015,159920.95,172185.26,0
Bolivia,2015,6976830.67,9384649.57,0
Brazil,2015,184130299,252104700.4,0
Barbados,2015,456646.15,509871.53,0
Brunei,2015,6610056.29,6642561.03,0
Bhutan,2015,245850.63,250396.2,0
Bunkers,2015,158608.55,159492.37,0
Bouvet Island,2015,3758.08,3816.56,0
Botswana,2015,7568625.01,7745383.49,0
Central African Republic,2015,31489.98,66937.43,0
Canada,2015,383009979.5,437007605.9,0
Cocos (Keeling) Islands,2015,4834.01,11460.19,0
Switzerland,2015,322556667.4,397131653.5,0.24
Chile,2015,53362767.92,80822334.43,0
China,2015,2063984759,2878971945,119.07
Cote d'Ivoire,2015,8566690.6,14951508.82,0
Cameroon,2015,7109435.96,8495834.7,0
"Congo, Rep.",2015,8700331.86,9003491.6,0
Cook Islands,2015,24288.78,26212.93,0
Colombia,2015,51567709.07,53058762.9,0
Comoros,2015,18955.4,68551.97,0
Cape Verde,2015,104230.26,172166.97,0
Costa Rica,2015,11067913.47,22463342.18,0
Cuba,2015,2129342.97,2398330.81,0
Cura√ßao,2015,1851359.5,1947121.61,0
Christmas Island,2015,3147.32,9989.67,0
Cayman Islands,2015,835918.64,853260.41,0
Cyprus,2015,1136340.74,1314828.88,0
Czech Republic,2015,23014067.35,27916405.59,0
Germany,2015,450428243.5,535473537.4,0
Djibouti,2015,137132.08,141277.48,0
Dominica,2015,43793.24,61117.62,0
Denmark,2015,20906299.19,32857115.75,4.9
Dominican Republic,2015,7411231.65,9862922.71,0
Algeria,2015,91889592.54,92145198.15,0
Ecuador,2015,21187035.94,25356694.98,0
"Egypt, Arab Rep.",2015,36570090.81,38816880.56,0.25
Eritrea,2015,38090.38,451979.28,0
Western Sahara,2015,1015.34,1635.81,0
Spain,2015,82187174.2,93102129.78,0
Estonia,2015,2420708.98,3956077.33,0
Ethiopia(excludes Eritrea),2015,3600327.55,3632715.22,0
Finland,2015,21306391.8,26917229.12,0
Fiji,2015,815474.85,896186.01,0
Falkland Island,2015,49033.4,361614.94,0
France,2015,182559819.2,215535795.1,181.01
Free Zones,2015,5249752.27,6342144.75,0
Faeroe Islands,2015,187205.62,2039898.83,0
"Micronesia, Fed. Sts.",2015,3216.06,34439.93,0
Gabon,2015,5953829.32,5981573.05,0
United Kingdom,2015,183667497.9,216330732.8,0
Georgia,2015,2694980.53,3179762.24,0
Ghana,2015,13241939.15,16790627.95,0
Gibraltar,2015,2051201.05,2061472.46,0
Guinea,2015,1938266.85,3374110.08,0
"Gambia, The",2015,98802.3,158943.37,0
Guinea-Bissau,2015,44796.14,282316.29,0
Equatorial Guinea,2015,12689237.55,12823146.51,0
Greece,2015,9356347.09,10689138.84,0
Grenada,2015,29054.81,51463.51,0
Greenland,2015,82275.31,1375471.53,0
Guatemala,2015,10252748.19,11494051.03,0
Guam,2015,20293.91,24419.74,0
Guyana,2015,1165066.02,1463433.88,0
"Hong Kong, China",2015,58940093.03,75390128.68,10.53
Heard Island and McDonald Isla,2015,2545.26,2597.63,0
Honduras,2015,8875324.5,9526208.72,0
Croatia,2015,3443215.81,3861069.48,0
Haiti,2015,1168182.31,1220821.21,0
Hungary,2015,21886034.37,24891795.71,0
Indonesia,2015,176951352.7,196033497,1.71
India,2015,280072775.8,310877067.9,15.77
British Indian,2015,4350.45,31786.86,0
Ireland,2015,46344395.74,75784422.11,0
"Iran, Islamic Rep.",2015,34246969.53,39347949.49,0
Iraq,2015,72009985.9,72069852.41,0
Iceland,2015,5450788.26,8441292.24,0
Israel,2015,59066662.53,75426663.92,0
Italy,2015,189218057.8,211969102.4,0
Jamaica,2015,524294.9,1619796.18,0
Jordan,2015,5340847.51,6976645.89,0
Japan,2015,601385987.7,788264438.1,0
Kazakhstan,2015,77119547.76,79307266.49,0
Kenya,2015,5551410.55,7272675.88,0
Kyrgyz Republic,2015,1075477.72,1161088.6,0
Cambodia,2015,18411991.42,18732415.9,0
Kiribati,2015,10713.09,128022.53,0
St. Kitts and Nevis,2015,102457.87,116547.39,0
"Korea, Rep.",2015,410994134.8,590802915.5,0
Kuwait,2015,74305625.35,76145517.84,0
Lao PDR,2015,3890158.35,4576957.95,0
Lebanon,2015,3075724,3299289.58,0
Liberia,2015,1460721.76,2003931.17,0
Libya,2015,36343618.87,36610376.79,0
St. Lucia,2015,46822.19,56376.31,0
Sri Lanka,2015,13469570.59,15312065.89,0
Lesotho,2015,1270274.32,1299652.7,0
Lithuania,2015,5047739.47,5854607.7,0
Luxembourg,2015,2796117.42,2934963.82,0
Latvia,2015,2827542.61,3181278.42,0
Macao,2015,1282030.54,1536934.4,0
Morocco,2015,35437802.77,41325061.19,0
Moldova,2015,4036285.04,4158012.48,0
Madagascar,2015,2985726.57,3949879.84,1.41
Maldives,2015,173926.03,308535.98,0
Mexico,2015,342091371.2,420284209.8,0
Marshall Islands,2015,877608.84,964450.92,0
North Macedonia,2015,8807188.33,9803112.88,0
Mali,2015,3142575.86,3422859.19,0
Malta,2015,2294368.73,3586951.37,0
Myanmar,2015,12216878.08,13284369.3,0
Mongolia,2015,1575135.98,4608798.84,0
Northern Mariana Islands,2015,2939.94,3202.37,0
Montenegro,2015,767994.22,884082.37,0
Mozambique,2015,6521166.33,7103521.82,0
Mauritania,2015,744560.98,3006322.63,0
Montserrat,2015,1317.28,2146.34,0
Mauritius,2015,4222725.44,4486273.09,6.73
Malawi,2015,1312596.19,1455469.04,0
Malaysia,2015,157119769.6,298240245.7,13.3
Namibia,2015,4256259.68,5344726.55,0
New Caledonia,2015,608156.26,1835051.76,0
Niger,2015,1404556.97,1415319.41,0
Norfolk Island,2015,2214.45,2509.84,0
Nigeria,2015,101315771,102886571,0
Nicaragua,2015,5213880.73,5727783.51,0
Niue,2015,2499.65,2656.98,0
Netherlands,2015,71005597.5,95150666.73,0
Norway,2015,195418692.3,227451193.7,0
Nepal,2015,853138.63,943875.24,0
Nauru,2015,20931.75,38140.63,0
New Zealand,2015,36681771.55,40644605.63,0
"Other Asia, nes",2015,195730641.8,412805505.8,0
Oman,2015,32453399.25,34864462.9,0
Pakistan,2015,30394745.73,31924803.54,0
Panama,2015,4899087.7,5444408.24,0
Pitcairn,2015,1583.5,1640.64,0
Peru,2015,26123280.92,43340434.67,0
Philippines,2015,38936179.99,82689557.49,0
Palau,2015,7553.69,15756.72,0
Papua New Guinea,2015,9810889.09,10964784.22,0
Poland,2015,31898633.3,37562282.13,0
"Korea, Dem. Rep.",2015,2610140.07,3064235.45,0
Portugal,2015,15603336.96,17385714.67,0
Paraguay,2015,6417243.91,8070874.12,0
Occ.Pal.Terr,2015,138613.28,153964.89,0
French Polynesia,2015,184378.43,216522.15,0
Qatar,2015,90275740.12,94437883.97,0
Romania,2015,16156231.85,17642308.62,0
Russian Federation,2015,567997551.5,603053414.7,0
Rwanda,2015,137599.76,306884.18,0
Saudi Arabia,2015,230041596.6,251494695.3,26.75
Senegal,2015,2369252.32,3130097.84,0
"Serbia, FR(Serbia/Montenegro)",2015,21959029.2,23966042.67,0
Singapore,2015,108292838.1,212545181.4,0
South Georgia and the South Sa,2015,157.99,204.92,0
Saint Helena,2015,20846.86,38796.25,0
Solomon Islands,2015,755701.52,805060.16,0
Sierra Leone,2015,460697.97,1006073.16,0
El Salvador,2015,4840272.59,5182839.43,0
San Marino,2015,226720.97,233417.09,0
Somalia,2015,637991.94,654311.41,0
Special Cate.,2015,84719545.02,87665554.91,0
Saint Pierre and Miquelon,2015,3124.04,5103.49,0
South Sudan,2015,5813.05,7219.39,0
Sao Tome and Principe,2015,5441.99,28548.18,0
Sudan,2015,6782335.93,7076460.43,0
Suriname,2015,1866611.98,2224355.67,0
Slovak Republic,2015,11799484.75,12397170.27,0
Slovenia,2015,5349510.64,6023659.27,0
Sweden,2015,43859373.51,54541438.75,0
Eswatini,2015,1849732.9,1883427.61,0
Saint Maarten (Dutch part),2015,53051.3,55499.32,0
Seychelles,2015,741204.72,937907.26,0
Syrian Arab Republic,2015,869485.5,968952.35,0
Turks and Caicos Isl.,2015,20141.37,26772.6,0
Chad,2015,2304390.13,2385369.57,0
Togo,2015,1523985.91,1868224.52,0
Thailand,2015,180877938.7,244759502,0
Tajikistan,2015,673807.67,969525.41,0
Tokelau,2015,28722.01,30748.42,0
Turkmenistan,2015,10670863.9,11142542.01,0
East Timor,2015,442239.58,443807.06,0
Tonga,2015,10499.83,15059.49,0
Trinidad and Tobago,2015,13327067.9,14446329.91,0
Tunisia,2015,27331686.53,29523875.35,0
Turkey,2015,201531347.4,213080080.1,0
Tuvalu,2015,30960.68,37332.11,0
Tanzania,2015,4948306.71,6217736.61,1.42
Uganda,2015,2110528.54,2363525.17,0
Ukraine,2015,48857771.69,65650698.35,0
United States Minor Outlying I,2015,6749.76,22982.56,0
Unspecified,2015,80621402.27,99218665.82,0
Uruguay,2015,9865906.65,10670910.89,0
United States,2015,1308841361,1701949686,0
Uzbekistan,2015,5721112.42,6234822.96,0
Holy See,2015,10725.16,11841.12,0
St. Vincent and the Grenadines,2015,112053.43,115634.89,0
Venezuela,2015,42158513.84,43565511.53,0
British Virgin Islands,2015,599719.85,630958.29,0
Vietnam,2015,167781892.8,214599554.3,0
Vanuatu,2015,319893.1,420165.39,0
 World,2015,12026055322,15331573206,634.32
Wallis and Futura Isl.,2015,748.31,1204.97,0
Samoa,2015,41556.59,56518.79,0
Yemen,2015,4167123.08,4335553.58,0
South Africa,2015,102313863.7,120505401.7,0.1
"Congo, Dem. Rep.",2015,7488778.15,8673219.86,0
Zambia,2015,6138922.99,6225616.53,0
Zimbabwe,2015,3032375.59,3244417.68,0
East Asia & Pacific,2015,4192017975,5900388287,144.6
Europe & Central Asia,2015,3109249655,3613821178,188.95
Latin America & Caribbean,2015,872392447.3,1117079068,0
Middle East & North Africa,2015,1008589698,1084314825,275.36
North America,2015,1692011261,2139129477,0
South Asia,2015,379719722.9,416032372,15.77
Sub-Saharan Africa,2015,393742826.1,441883627.5,9.64